user_id,movie_id,rating
777,135,3
837,1009,5
724,895,4
90,135,5
387,12,5
774,214,3
929,433,2
496,1091,1
145,1279,1
401,88,4
734,164,3
919,879,3
764,633,5
313,79,5
425,455,2
234,1010,2
790,183,4
919,875,1
537,340,4
792,15,4
710,286,4
419,69,4
621,82,5
748,408,5
499,1483,1
916,144,3
719,98,5
12,69,5
908,515,4
545,451,3
897,866,5
810,342,5
686,50,4
894,290,2
605,333,4
13,336,2
629,435,4
796,685,4
892,98,5
636,235,4
932,162,4
896,420,4
213,924,4
749,298,4
807,515,4
466,679,3
344,496,4
942,705,4
941,763,3
805,258,3
883,785,3
752,332,4
326,523,4
880,1014,4
846,215,5
688,879,5
880,1224,3
878,136,4
344,319,1
870,198,4
218,98,5
643,956,4
752,752,3
171,326,2
695,333,2
883,173,4
394,549,4
455,172,4
795,50,3
892,568,4
608,197,5
848,197,5
266,100,5
749,821,3
846,515,5
388,200,5
883,304,3
600,568,4
891,118,4
500,846,3
513,763,3
599,1,4
663,864,3
436,425,4
326,519,5
470,327,3
889,405,2
456,793,3
716,72,3
72,106,4
373,465,4
44,190,5
833,13,2
800,121,4
908,482,3
711,161,4
655,372,3
394,627,5
727,25,3
863,336,2
724,351,1
934,498,3
751,739,3
561,25,2
221,117,4
899,357,4
436,11,5
928,172,5
293,410,2
612,25,3
160,325,3
804,646,4
916,425,5
267,12,5
647,202,4
771,694,3
798,801,3
932,1411,4
872,1376,2
374,925,3
704,197,5
864,49,3
523,1036,4
829,20,3
509,181,4
13,813,1
766,968,4
877,98,5
727,679,5
650,642,3
342,514,5
778,35,1
293,238,4
458,515,4
943,2,5
614,1142,3
862,1009,4
638,226,5
764,7,4
272,134,5
918,529,3
887,143,5
95,462,4
840,637,3
881,520,5
883,550,3
894,960,5
936,221,4
887,115,5
642,393,5
880,556,3
549,323,2
152,660,5
833,76,2
201,508,4
833,197,3
666,69,3
910,1,4
730,151,4
932,165,4
826,651,4
293,820,2
868,82,2
757,145,3
591,110,2
642,191,4
823,143,4
916,188,3
682,1019,5
782,245,4
782,1254,3
592,688,1
661,180,5
721,876,3
323,156,5
94,997,4
923,129,5
250,202,4
454,602,2
795,203,3
816,271,4
116,127,5
492,699,3
193,347,4
782,1088,2
776,657,3
896,183,4
840,89,5
501,544,4
825,866,4
627,690,5
905,879,3
13,882,3
807,50,5
916,566,3
527,318,3
12,127,4
708,289,4
796,559,3
398,483,5
592,1142,5
393,9,4
788,135,3
328,715,2
627,89,5
907,71,5
894,93,4
374,823,1
886,117,2
374,181,3
826,210,5
910,25,3
508,186,3
901,210,4
927,374,4
659,79,4
898,272,4
920,288,3
766,530,4
328,167,3
591,603,5
813,270,5
915,752,3
834,287,2
833,298,5
932,478,4
936,410,3
896,68,3
892,129,3
183,50,2
938,1254,1
911,443,4
727,128,4
939,9,5
706,117,4
884,462,4
870,693,4
892,419,3
860,307,3
854,249,3
880,147,4
930,1048,2
896,402,4
872,930,3
890,162,4
936,6,5
707,507,5
830,134,3
670,1299,4
864,559,4
805,810,2
878,702,1
870,9,5
896,274,2
591,283,4
506,12,5
655,61,3
482,258,2
882,1116,4
899,684,3
782,1670,3
722,696,4
931,315,5
658,919,2
774,597,2
244,193,4
588,216,5
786,484,4
660,257,4
788,736,3
435,55,5
943,194,5
864,194,4
881,25,3
537,980,3
881,515,4
763,317,3
706,24,3
430,303,4
489,879,5
590,137,5
806,226,3
676,286,4
889,294,3
38,768,5
587,988,2
758,640,5
387,568,2
871,1430,3
716,489,4
661,471,4
829,1,4
922,51,4
95,631,4
650,258,3
844,222,3
719,402,4
748,4,4
249,844,5
643,357,5
680,151,5
450,366,3
711,306,5
425,50,5
781,172,5
903,1142,5
673,898,3
940,516,4
844,919,3
425,27,3
457,208,4
864,678,4
659,655,4
883,955,5
929,423,4
839,864,3
790,80,2
539,163,4
714,9,3
405,1529,1
759,24,3
723,178,3
827,938,3
330,82,4
92,597,2
711,200,4
940,302,4
807,393,4
497,926,2
592,518,5
804,642,3
238,237,3
733,297,3
846,213,3
924,427,4
560,22,2
705,377,4
898,315,5
659,1044,4
428,310,4
766,71,3
429,936,4
711,387,4
907,313,5
551,143,4
330,468,5
887,142,1
889,433,4
213,288,4
933,210,3
882,1052,2
393,315,5
422,323,3
851,332,1
429,177,4
940,651,4
731,494,3
541,623,3
496,206,4
868,114,5
806,231,3
904,202,2
940,269,4
656,300,2
796,8,5
878,515,4
622,725,3
766,1050,3
632,203,3
567,83,4
823,42,4
865,1240,5
892,184,4
224,729,3
273,896,4
938,508,4
446,300,3
840,756,4
716,168,5
804,182,4
781,134,5
896,128,4
479,647,5
933,665,1
902,326,3
870,382,3
798,734,3
527,134,5
885,99,4
883,1005,5
883,778,4
782,256,2
790,203,4
815,121,2
825,844,2
840,501,4
499,258,2
904,603,4
435,818,2
929,205,4
933,186,4
871,82,3
916,568,4
592,282,4
764,531,5
863,286,5
880,384,3
655,111,2
899,603,4
878,584,4
871,331,3
567,489,5
655,357,4
870,196,3
114,172,5
883,204,4
181,370,2
852,264,3
758,61,3
601,387,3
537,173,4
713,690,1
870,477,4
883,12,4
506,85,3
940,100,3
883,285,5
256,21,4
405,170,1
737,160,4
756,983,2
678,300,4
846,802,2
884,1018,2
749,546,3
855,475,4
633,654,3
622,172,5
554,77,4
851,176,4
125,763,3
121,315,4
886,693,4
572,813,4
505,82,4
435,235,4
923,713,5
624,282,4
405,1573,1
709,540,3
844,421,4
472,208,5
663,13,3
346,226,3
788,528,5
450,1518,4
27,1017,4
790,475,3
846,432,3
897,402,5
280,411,3
919,250,3
904,794,4
417,1411,3
25,177,3
795,405,1
851,689,3
715,233,3
892,487,5
222,223,4
753,187,3
868,1188,1
620,1091,4
903,79,4
665,931,3
809,315,5
758,419,4
561,925,3
862,559,4
911,153,5
533,44,4
939,280,5
868,317,5
749,139,4
627,276,2
934,213,4
663,1067,3
766,132,4
786,50,4
548,98,5
267,89,5
788,172,3
593,179,5
479,15,3
653,232,2
453,67,4
870,710,3
933,56,5
634,225,3
864,81,3
7,317,4
881,229,4
94,721,2
927,278,1
934,99,3
897,40,3
529,689,2
707,504,1
937,50,5
887,50,5
778,246,2
854,175,4
159,597,5
308,1118,4
773,251,3
868,550,4
254,135,5
217,825,3
484,161,4
643,234,4
629,200,4
450,405,4
494,127,5
751,99,4
738,197,4
829,258,3
663,948,4
788,662,4
276,469,4
524,1184,3
916,535,3
398,662,2
73,514,4
854,168,4
529,260,4
429,562,2
795,39,4
445,879,2
880,1217,3
704,100,4
882,99,5
162,28,4
430,298,3
201,45,2
906,286,5
74,300,3
862,678,4
181,287,2
889,83,4
524,418,1
63,294,2
226,23,3
144,183,4
919,334,4
917,248,4
395,288,2
825,25,4
883,430,5
880,1244,3
342,1011,3
430,297,4
670,419,4
833,645,3
72,770,4
756,222,2
738,930,3
343,735,5
452,71,3
782,1257,1
392,875,3
646,323,3
655,603,4
894,276,5
663,984,3
738,1,5
709,65,2
938,456,1
901,1,5
329,322,3
815,837,5
933,735,3
617,854,1
934,732,5
405,466,1
642,812,4
504,739,3
