user_id,movie_id,rating
863,1431,4
761,1287,1
863,322,1
828,694,2
889,523,4
848,498,5
216,151,3
880,1165,2
758,143,5
496,196,3
758,217,2
480,56,4
159,298,5
594,269,4
469,152,4
599,245,3
788,1139,1
515,304,4
339,9,5
91,662,4
727,408,4
892,367,4
901,230,5
655,1233,3
524,69,4
712,415,4
851,840,3
840,70,3
756,50,4
892,58,4
896,88,5
872,756,4
770,275,5
715,595,3
916,228,3
871,190,2
882,748,5
758,313,4
586,1218,5
735,288,4
886,1119,4
573,423,3
851,336,4
666,956,4
782,355,3
921,121,5
339,211,5
11,431,2
435,202,4
711,961,5
660,449,3
186,177,4
850,705,5
567,434,5
765,1009,5
798,1076,3
474,652,4
782,1082,3
650,563,3
823,709,3
911,183,4
791,748,3
889,1016,3
829,427,4
537,319,4
429,412,4
645,72,3
844,173,5
868,153,2
244,28,4
385,378,1
416,571,3
875,195,4
739,98,3
896,636,3
796,182,4
749,398,3
532,1407,2
589,310,5
943,174,4
851,880,3
889,1097,3
587,681,2
851,1676,2
20,323,4
686,299,5
308,218,5
770,246,5
570,886,2
648,717,4
181,1353,1
655,454,3
840,173,5
854,235,2
868,382,4
877,207,3
650,231,2
331,306,5
867,1159,5
751,173,4
524,218,3
881,108,3
409,1328,2
849,133,5
614,508,4
749,77,3
823,215,4
489,895,4
825,1199,4
617,424,1
825,931,3
848,663,5
523,257,5
711,275,5
497,111,4
905,302,5
784,877,4
659,56,5
407,1263,2
828,1068,4
398,482,5
796,568,4
919,1134,2
889,642,3
635,331,4
795,382,4
896,887,2
6,306,4
835,650,5
437,226,1
863,901,1
674,111,5
327,393,3
896,575,2
437,15,4
622,79,5
838,172,5
867,474,5
653,132,3
839,258,4
863,319,2
7,197,4
152,944,4
664,31,4
612,864,4
887,443,4
630,282,3
511,1527,4
378,164,4
906,473,4
601,429,5
488,286,1
515,538,3
843,434,4
622,230,3
659,294,4
774,12,3
690,66,3
854,492,4
932,661,5
758,455,4
394,431,5
655,1086,3
880,47,4
693,218,4
130,330,4
622,1216,4
894,1115,4
657,301,3
883,740,4
115,644,3
49,147,1
241,286,5
834,346,3
637,147,1
788,385,3
553,609,4
848,489,5
937,14,4
648,575,3
934,674,4
160,408,4
749,540,3
425,435,3
815,602,3
249,427,5
919,531,3
788,589,5
804,582,3
870,315,2
774,831,2
308,356,3
666,1451,3
624,993,4
457,276,4
795,1413,3
506,137,2
707,480,3
886,591,3
660,259,4
868,783,1
21,873,2
643,504,4
889,631,3
833,293,4
721,292,3
727,191,4
533,403,3
932,441,2
878,498,4
880,394,3
865,627,1
296,194,5
393,411,2
454,984,3
586,576,3
729,310,3
716,559,2
192,9,5
880,28,5
660,173,5
669,511,5
447,411,2
524,64,2
32,628,4
524,208,5
671,174,5
451,324,4
460,304,2
724,268,4
13,445,4
938,473,3
897,184,4
463,1028,2
405,512,1
754,291,4
346,1011,1
711,651,4
940,358,1
889,132,4
913,498,3
655,686,2
854,106,3
405,542,1
916,484,4
506,586,2
474,1221,4
773,357,4
436,941,4
823,56,5
889,471,3
716,162,4
537,684,3
690,705,1
795,559,2
846,198,5
622,363,4
561,794,2
222,566,4
347,696,4
840,195,5
932,745,5
468,117,2
716,58,5
938,1028,5
653,175,2
919,1,4
533,281,4
588,713,3
896,895,2
655,927,3
835,286,3
279,1039,4
942,1050,5
746,423,3
94,1010,4
748,114,4
313,181,4
286,408,4
536,614,4
