user_id,movie_id,rating
56,189,4
325,403,2
336,845,1
13,802,2
64,202,4
181,1087,1
296,281,2
387,58,4
293,720,1
183,1217,3
204,1194,4
329,300,4
124,226,4
43,516,5
181,846,3
308,755,3
204,482,4
196,111,4
200,743,3
94,942,4
383,319,2
49,1078,1
268,357,4
389,176,4
343,118,2
233,205,4
328,693,2
17,245,2
178,8,4
367,17,5
7,450,4
118,853,5
28,222,5
224,704,3
290,755,4
312,131,5
389,109,3
82,529,4
301,686,4
158,149,3
270,747,5
262,237,3
190,222,4
271,510,4
207,328,2
87,229,4
293,845,2
94,1,4
11,185,4
373,596,3
334,1010,5
385,79,3
297,257,3
330,97,5
378,162,4
222,368,1
326,210,3
49,406,2
234,87,3
233,568,5
215,215,3
109,393,4
79,325,5
271,866,4
97,466,3
169,133,4
344,148,2
253,742,4
15,244,2
330,58,5
267,177,5
342,257,2
114,496,4
87,318,4
25,189,5
113,322,3
5,444,2
94,588,4
232,1128,2
95,111,4
65,526,4
158,62,5
201,325,5
90,1197,4
24,178,5
311,965,3
280,559,3
73,100,4
110,384,2
178,257,5
201,527,3
210,484,4
74,137,3
271,1101,4
380,1449,4
360,303,3
323,282,3
381,495,4
215,222,4
328,661,5
145,592,3
293,76,3
262,625,3
213,678,4
267,24,5
159,748,3
130,240,4
318,160,3
363,426,2
102,797,2
223,225,3
339,154,4
332,978,4
158,229,3
18,215,3
134,259,2
13,890,1
236,148,4
246,719,4
11,652,4
107,340,5
312,482,5
224,846,4
106,285,4
313,578,3
94,537,4
129,269,4
314,406,3
336,239,3
192,252,1
328,183,5
224,287,3
125,73,5
178,500,4
71,923,5
130,1274,2
186,257,4
293,445,4
312,269,5
268,998,1
168,257,5
203,326,4
347,328,4
155,286,4
43,946,4
374,454,4
164,926,2
291,179,5
320,1011,3
313,405,3
82,414,4
181,819,3
201,1039,3
130,541,3
237,479,5
9,479,4
295,1115,5
279,432,3
256,866,4
305,178,4
378,875,3
269,985,3
352,4,3
50,286,2
311,845,4
60,98,4
84,7,4
308,514,4
95,655,4
165,69,3
174,288,3
343,483,5
296,151,2
276,141,4
301,427,4
181,928,3
293,183,4
5,402,1
378,4,3
279,1231,4
244,953,4
334,316,4
279,1,3
244,164,3
294,248,5
114,182,3
178,271,4
211,286,4
387,942,4
278,22,5
110,806,3
36,885,5
135,443,4
385,262,4
91,181,5
357,291,4
254,504,3
123,255,1
327,294,3
320,716,1
308,582,3
264,381,4
342,574,1
361,286,5
268,7,4
77,405,3
387,32,5
1,183,5
49,231,3
380,587,4
248,186,5
144,454,3
221,128,3
22,222,4
201,77,2
335,245,4
390,990,4
136,19,4
276,682,3
138,150,3
80,423,3
308,433,5
218,12,5
382,546,2
269,70,1
326,452,3
288,177,3
128,48,4
85,45,3
233,58,3
14,172,5
386,121,3
13,153,4
379,732,5
345,903,3
13,343,1
322,194,5
243,127,4
276,577,2
314,399,3
109,866,4
248,153,3
200,473,4
109,91,4
49,116,4
23,1005,3
198,241,3
151,322,2
301,772,3
297,102,1
144,480,4
152,191,5
186,44,5
119,147,4
196,580,2
109,423,4
270,551,4
344,5,3
246,161,3
133,322,2
327,476,2
270,288,5
243,1368,2
8,685,4
244,258,5
354,900,4
267,771,3
43,531,4
141,471,4
176,13,4
269,856,5
99,322,3
350,153,3
135,603,4
121,98,5
297,173,4
85,655,3
56,761,3
374,427,3
214,39,4
21,565,3
340,526,5
303,376,2
277,405,3
279,209,5
128,65,4
193,362,3
325,95,2
325,164,1
389,1119,3
30,286,5
280,568,2
346,134,5
59,611,3
64,217,2
9,340,4
224,893,3
239,124,5
363,212,1
229,349,4
96,483,5
72,356,4
276,669,1
318,575,2
210,238,3
178,455,3
222,1438,4
338,408,5
13,301,1
232,204,4
41,100,4
201,578,2
331,868,4
321,205,5
336,1047,4
385,435,3
145,5,3
269,195,3
167,136,4
13,597,3
42,939,4
347,1283,1
373,114,5
303,391,1
130,281,4
65,328,4
311,132,4
6,195,4
387,200,5
271,402,4
190,291,3
15,274,4
286,229,1
347,472,5
322,216,3
275,300,4
347,280,4
331,64,4
296,14,4
130,282,5
94,946,3
377,748,4
6,488,5
11,350,4
338,484,5
7,481,5
179,750,1
314,282,5
382,531,4
26,597,2
234,136,4
290,193,4
280,95,5
378,141,3
291,496,5
181,266,1
279,265,5
210,50,5
249,161,3
293,479,4
189,618,2
95,712,2
303,125,2
43,252,4
303,219,5
378,386,3
314,274,3
151,83,5
88,301,4
325,185,5
234,401,2
293,464,3
334,311,4
268,244,4
108,21,3
374,200,5
174,248,5
181,682,4
262,949,4
8,144,5
327,583,2
5,100,5
70,298,5
181,1068,1
7,385,5
279,820,4
350,340,4
302,879,2
393,1219,4
374,735,5
23,427,5
387,447,4
234,32,3
286,1182,2
181,929,1
13,154,5
87,239,4
57,844,2
269,436,3
