user_id,movie_id,rating
391,222,2
462,895,4
268,288,4
21,706,2
207,527,4
291,288,5
60,524,4
438,9,4
297,69,3
461,50,3
447,252,3
92,82,2
28,443,4
417,1550,3
204,303,5
201,658,3
103,252,2
321,190,4
22,651,4
279,407,4
13,547,1
198,198,4
437,423,5
404,328,4
452,61,1
409,527,4
5,381,1
450,237,5
244,856,5
308,482,5
365,272,4
72,7,1
178,260,1
222,1218,1
313,391,3
128,196,5
322,188,3
405,1066,1
312,372,3
421,238,5
313,23,4
168,9,1
215,176,5
168,930,3
59,756,2
374,466,5
244,959,4
385,486,2
425,448,2
200,419,4
18,663,4
59,64,5
288,346,5
177,23,5
7,99,5
145,688,4
401,154,1
189,89,5
367,234,4
119,755,1
279,156,4
324,322,4
450,39,4
246,831,1
79,1022,5
174,723,5
255,322,2
109,67,5
199,508,4
209,333,2
314,1473,4
190,539,2
151,209,4
109,173,5
92,500,4
435,343,5
263,496,5
90,609,5
457,500,5
234,1064,4
329,282,3
145,732,4
4,271,4
90,151,2
194,939,3
264,240,4
231,289,4
316,507,3
416,1012,4
83,597,2
378,959,3
94,7,4
298,511,4
92,56,5
170,288,3
435,434,2
346,571,3
189,198,4
311,584,3
276,734,1
222,318,5
417,250,4
335,333,4
459,596,3
95,190,4
13,757,3
117,179,5
409,173,3
245,21,3
247,269,4
437,727,3
230,141,4
213,199,5
116,872,3
407,179,3
299,606,4
13,234,5
331,475,3
460,327,4
18,404,4
431,879,3
346,147,4
393,470,4
95,597,3
59,670,4
389,510,3
161,309,2
435,410,5
416,213,5
313,662,3
22,665,1
276,325,3
405,423,5
70,175,3
321,45,4
363,44,3
210,926,2
459,194,3
48,647,4
251,1012,4
385,1097,5
224,366,3
90,515,5
335,258,1
327,1019,3
268,1476,2
125,474,3
398,663,2
194,100,4
64,300,3
297,53,3
450,778,3
417,77,3
1,38,3
199,1,1
249,250,4
308,213,4
316,191,5
303,2,3
347,273,5
15,926,1
134,316,4
269,1017,5
124,98,4
379,179,5
399,969,3
139,1176,4
457,243,2
222,233,2
316,276,2
96,185,5
334,945,4
137,121,5
334,531,5
339,56,5
1,9,5
215,23,3
405,1110,1
336,41,3
454,479,4
159,918,4
451,360,3
7,565,4
405,463,1
144,173,5
269,502,3
255,245,1
346,132,4
387,184,3
194,1045,2
399,93,3
50,288,4
238,125,3
322,150,4
354,792,4
385,455,4
405,227,1
207,1333,3
312,512,3
90,216,5
59,1005,5
250,50,5
249,298,4
214,527,4
429,1545,2
37,68,5
180,729,5
405,197,4
250,687,1
374,120,3
43,211,4
392,268,5
457,527,5
364,875,3
405,393,4
450,815,3
144,213,4
246,758,1
346,550,4
73,59,5
344,73,3
387,1537,4
363,333,1
268,284,3
467,1017,2
271,107,1
233,509,4
149,262,1
43,278,3
130,343,4
304,294,4
438,321,5
9,276,4
397,302,5
73,135,5
330,118,5
457,1030,2
256,98,5
449,224,4
426,527,3
105,324,4
468,926,2
13,89,4
84,245,4
18,762,3
328,448,3
279,474,5
181,137,2
145,259,3
102,667,3
213,214,5
106,1028,3
450,708,4
416,966,5
308,23,5
90,965,5
207,15,4
82,97,4
347,597,3
62,710,3
91,211,2
119,52,3
222,183,4
355,358,4
99,815,2
380,573,1
160,405,3
273,315,4
116,193,4
299,289,3
130,305,4
437,166,4
422,1,3
452,27,5
64,405,3
328,595,3
94,525,5
70,405,3
457,164,4
380,529,3
423,355,3
431,323,3
62,9,4
90,617,4
339,269,5
121,792,3
458,191,5
267,566,3
181,294,2
145,771,2
179,893,2
90,493,5
223,620,2
315,461,4
363,258,3
11,750,5
293,549,3
77,133,2
450,400,3
10,82,4
109,1060,4
466,308,1
339,89,5
280,77,3
12,170,4
92,208,4
344,357,5
426,199,5
233,501,3
393,316,5
416,1478,2
102,327,2
426,651,4
90,52,5
439,242,5
328,177,3
393,99,3
405,1391,1
405,1168,1
256,583,5
90,127,4
17,117,3
360,10,5
435,729,2
272,79,5
95,532,4
74,354,3
323,238,4
437,5,2
363,557,1
389,526,3
437,214,4
10,510,5
327,672,2
249,114,5
312,1167,4
7,465,4
437,50,5
422,100,4
159,273,5
157,476,1
64,168,5
233,603,4
28,11,4
445,291,2
447,300,4
224,286,3
401,248,3
174,158,2
83,64,5
345,381,4
59,845,5
355,242,4
393,161,4
378,768,4
276,98,5
404,342,3
259,179,4
169,211,5
301,607,4
32,508,4
405,949,5
381,89,5
174,433,5
367,769,3
322,64,5
79,582,5
435,216,3
312,71,4
186,243,2
375,525,4
430,253,1
412,508,4
399,228,2
373,1113,1
94,1118,4
2,277,4
378,724,3
6,536,4
268,391,3
468,461,4
158,20,4
379,203,4
4,300,5
207,841,3
432,250,1
186,1016,5
194,491,3
81,1,4
148,432,5
416,202,4
38,112,5
195,47,5
343,463,4
378,231,3
399,364,4
426,848,4
456,448,3
299,204,4
200,58,4
257,324,5
399,67,3
75,413,2
49,1066,2
314,1229,2
437,658,4
389,965,5
13,23,5
11,168,3
115,237,2
345,196,5
37,89,4
332,106,4
276,258,5
422,358,2
294,1079,2
82,238,3
430,237,5
297,447,4
18,403,3
87,405,4
201,223,4
347,172,5
55,597,2
308,31,3
373,215,4
320,95,3
437,283,1
326,89,4
312,653,5
328,333,3
330,67,4
145,12,5
95,815,3
323,204,3
158,430,5
89,269,5
176,347,4
13,435,5
144,68,2
139,296,4
182,257,3
7,584,4
82,588,5
94,318,5
65,378,5
301,474,4
313,768,3
345,1221,3
308,495,3
292,20,2
293,26,3
460,257,2
49,218,2
437,485,4
246,250,4
402,245,1
343,358,1
416,168,5
442,591,3
349,20,5
334,111,3
243,14,3
267,29,3
458,318,4
109,1222,4
102,230,2
416,85,3
194,485,3
269,928,1
1,246,5
406,22,3
181,471,2
269,425,5
201,773,4
