user_id,movie_id,rating
338,514,5
389,393,2
554,28,4
409,1537,4
144,117,4
528,751,4
250,237,2
440,319,2
457,168,5
217,550,1
227,460,2
492,86,3
125,399,3
372,100,3
230,650,4
437,684,3
244,246,5
399,382,3
405,1239,1
521,291,1
478,79,4
24,8,5
305,1073,1
497,692,3
382,258,2
59,174,5
450,472,4
184,956,3
346,358,4
313,479,5
533,357,3
90,480,5
357,117,5
521,427,3
553,511,5
298,97,4
128,497,3
294,240,3
128,26,4
280,219,2
70,95,4
125,914,1
132,127,4
348,7,4
412,114,4
506,646,4
330,470,5
32,405,4
125,585,4
416,388,2
495,1419,1
464,181,3
536,143,5
269,644,5
442,210,3
365,1137,5
547,316,5
380,286,5
437,672,1
318,566,4
90,1199,5
10,174,4
85,659,4
385,273,2
497,748,4
347,1016,3
425,853,4
456,1220,3
550,259,2
421,213,3
83,871,2
453,471,4
398,82,5
380,217,2
455,694,4
556,327,5
101,597,3
249,125,3
387,246,3
57,126,3
104,333,2
426,607,4
181,1114,1
343,277,4
425,943,4
499,207,5
293,177,4
276,151,5
374,743,1
200,411,3
234,463,4
532,331,4
120,117,3
69,181,5
13,68,3
533,931,2
500,1111,4
85,182,4
518,717,5
421,175,2
161,50,2
442,281,3
495,69,3
500,1616,4
346,77,4
203,257,3
299,538,3
398,385,3
48,523,5
311,520,5
95,210,5
426,601,3
347,28,4
301,426,4
184,66,4
537,1073,3
405,1522,1
394,7,5
10,129,4
336,237,5
124,154,5
492,64,4
189,238,5
197,230,4
100,880,1
87,172,5
505,79,3
7,178,4
429,581,2
535,185,4
269,182,4
389,531,4
96,98,5
111,344,2
391,132,4
311,194,4
276,802,3
515,329,2
484,318,5
429,55,4
305,735,4
532,210,5
445,871,2
351,289,5
368,569,3
90,568,5
264,286,2
506,209,4
360,936,4
372,332,4
269,69,1
465,855,4
476,435,3
416,576,5
503,607,5
387,265,4
467,108,4
249,483,5
234,211,3
446,270,4
409,175,4
524,284,3
425,229,3
435,357,4
511,333,4
246,118,1
519,349,5
453,475,5
460,311,5
28,449,2
426,836,3
559,524,3
294,331,4
13,709,4
454,131,3
394,1371,2
385,127,4
459,111,3
537,1139,2
445,405,4
378,111,3
417,181,3
354,709,5
186,303,3
435,961,1
456,919,4
550,405,4
54,1,4
501,1278,3
251,117,4
234,393,2
375,183,5
370,323,2
79,268,5
331,414,4
151,582,5
334,312,2
495,679,3
535,203,3
457,218,4
87,1177,1
186,332,4
85,191,4
551,690,5
472,755,4
445,544,2
237,178,4
523,549,4
474,195,5
130,181,5
405,956,2
405,555,1
454,434,3
95,1133,3
373,191,4
16,237,5
478,392,2
313,50,5
201,1073,2
515,893,1
541,420,4
399,826,2
389,605,5
504,567,2
533,546,3
184,399,3
328,561,3
250,100,5
201,729,2
405,1104,1
482,295,3
416,357,5
429,81,3
269,241,1
381,1401,4
75,1,4
262,100,3
452,614,3
452,494,5
445,325,1
532,205,5
357,1034,2
551,365,5
336,383,1
553,182,3
293,636,4
6,495,4
486,748,2
270,250,2
433,754,3
62,1091,3
448,750,5
326,790,1
63,405,4
496,420,3
8,82,5
393,415,4
313,629,3
234,102,2
405,183,1
271,699,4
447,405,2
553,523,4
435,786,4
222,338,1
116,258,4
487,540,2
128,732,4
524,490,3
186,540,4
125,513,4
460,149,4
450,474,5
276,88,3
160,508,5
249,568,4
504,186,3
373,382,4
94,808,2
