user_id,movie_id,rating
587,310,3
82,133,4
454,169,4
389,427,5
709,200,4
655,979,3
276,1140,2
610,153,5
212,86,4
715,252,1
416,1053,4
344,269,4
474,462,4
744,237,4
548,748,3
154,515,4
88,898,4
618,485,3
727,153,4
487,772,3
416,849,3
605,276,4
551,315,5
758,810,3
606,200,5
188,1041,3
1,167,2
496,485,3
472,540,3
450,427,5
344,95,4
119,1016,5
662,93,5
715,732,3
150,276,5
94,435,4
640,790,4
463,319,1
462,323,2
731,183,1
756,550,2
719,660,5
650,510,3
417,216,3
702,313,5
659,23,5
501,845,3
318,732,5
301,1013,3
699,151,3
545,96,5
543,479,4
709,187,5
749,23,3
682,127,5
701,333,3
490,302,4
26,840,2
642,1063,3
339,549,4
661,514,3
452,88,2
457,239,5
618,125,3
640,14,4
597,283,5
664,649,4
266,245,1
680,121,3
16,158,4
620,15,5
227,127,4
693,428,3
280,1099,5
521,184,4
349,126,2
704,50,5
605,831,1
629,172,5
504,196,4
464,302,5
18,517,2
554,125,3
755,319,3
279,1028,4
408,1296,4
498,435,3
653,313,4
267,411,3
627,58,5
758,431,3
405,367,1
224,92,1
385,520,3
252,149,5
753,79,4
731,357,5
771,762,2
644,328,4
83,300,3
450,481,5
711,1014,4
386,825,4
318,540,4
435,250,4
119,252,3
643,177,4
294,1089,2
653,197,3
457,450,4
514,430,4
49,1036,2
659,196,4
659,153,4
650,515,4
312,506,4
200,95,5
738,210,5
659,794,3
477,369,4
527,462,3
276,890,3
6,153,4
669,174,3
454,15,2
101,1009,2
450,936,5
145,892,2
618,1185,2
416,322,3
373,705,4
768,173,5
715,12,4
298,284,4
381,276,3
619,281,4
175,50,5
758,892,2
399,72,4
682,808,4
230,405,4
566,288,3
328,956,4
503,452,1
666,288,3
716,82,5
695,319,5
196,411,4
89,709,3
482,748,4
669,427,4
717,290,3
119,137,5
222,393,4
416,792,4
601,840,2
1,115,5
773,169,5
627,510,4
236,427,5
108,931,2
606,183,5
724,690,1
554,151,4
577,118,3
627,582,3
189,661,4
13,881,2
624,181,4
64,228,4
129,906,5
749,879,4
655,904,5
758,7,5
734,198,1
551,95,5
762,116,1
42,523,5
286,741,4
436,1058,4
514,48,4
621,584,5
525,762,4
654,169,5
184,396,3
524,484,4
749,144,5
508,132,5
487,1440,4
387,27,1
346,3,3
308,134,5
714,477,2
234,770,4
578,1264,3
624,591,3
655,124,3
763,88,4
425,2,2
495,523,5
757,226,3
666,177,3
716,491,4
90,1005,2
621,123,4
340,584,3
686,99,5
506,294,4
585,584,3
523,477,3
477,731,4
288,632,4
467,1,4
545,379,4
666,506,5
561,790,1
608,427,4
135,327,4
291,245,2
455,96,4
497,716,4
453,254,2
619,188,4
409,733,4
329,199,4
158,283,5
665,315,4
487,566,4
497,559,4
339,568,3
374,11,4
708,864,3
413,303,5
270,251,5
656,346,3
59,622,4
648,929,4
747,173,3
664,77,3
234,357,4
551,227,5
435,219,5
577,739,3
734,174,4
738,191,4
466,327,3
765,285,5
452,66,4
234,607,4
134,302,2
660,496,3
643,423,4
655,50,4
660,825,2
519,264,2
7,68,4
56,385,4
543,742,3
440,300,3
426,178,4
13,223,5
667,527,4
360,661,5
450,73,3
749,403,4
551,1047,4
541,527,3
547,345,5
405,564,1
716,1,5
233,504,5
318,14,4
211,205,5
712,110,5
727,155,3
