1,John Lasseter
2,Martin Campbell
3,Allison Anders
4,Barry Sonnenfeld
5,Jon Amiel
6,Zachary Wyman
7,Madeleine Stowe
8,Chris Noonan
9,Tim Robbins
10,Richard Loncraine
11,David Fincher
12,Kaleb Koho
13,Woody Allen
14,Michael Radford
15,Stephen Herek
16,Josiane Balasko
17,Robert Rodriguez
18,Jafar Panahi
19,Marleen Gorris
20,Philip Haas
21,Brian Henson
22,Mel Gibson
23,Martin Scorsese
24,Stanley Tong
25,Mike Nichols
26,Roger Ebert
27,Michael Bay
28,Ron Howard
29,Joel Schumacher
30,Luis Buñuel
31,Tony Scott
32,Terry Zwigoff
33,Robert Rodriguez
34,Gregg Araki
35,Dwight H. Little
36,Antonia Bird
37,Michael Almereyda
38,Irwin Winkler
39,Kathryn Bigelow
40,Beeban Kidron
41,Tamra Davis
42,Kevin Smith
43,Barry Levinson
44,Taylor Hackford
45,Ang Lee
46,Atom Egoyan
47,Tim Burton
48,Steve James
49,Fred Schepisi
50,Director not found.
51,Edward Zwick
52,Nicholas Hytner
53,Oliver Stone
54,Wolfgang Petersen
55,Jonathan Katz
56,Quentin Tarantino
57,Antonia Bird
58,Robert Redford
59,Krzysztof Kieslowski
60,Krzysztof Kieslowski
61,Krzysztof Kieslowski
62,Roland Emmerich
63,Jeanne Young
64,Frank Darabont
65,Lasse Hallström
66,Jon Turteltaub
67,Tom Shadyac
68,Director not found.
69,Robert Zemeckis
70,Mike Newell
71,Eddie McCabe
72,Quentin Tarantino
73,Richard Donner
74,Rob Boor
75,Jefri Aalmuhammed
76,Brian De Palma
77,Sydney Pollack
78,Simon Wincer
79,Andrew Davis
80,Jim Abrahams
81,Ethan Coen
82,Steven Spielberg
83,Kenneth Branagh
84,Stuart Orme
85,Ted Demme
86,Meg Staahl
87,Steven Zaillian
88,Nora Ephron
89,Ridley Scott
90,Thomas Schlamme
91,Henry Selick
92,Tony Scott
93,Todd Solondz
94,Chris Columbus
95,Ron Clements
96,James Cameron
97,Kevin Costner
98,Rob Boor
99,William Cottrell
100,Joel Coen
101,Gerald Potterton
102,Wolfgang Reitherman
103,Larry Leker
104,Jonathan R. Betuel
105,Jonathan Lynn
106,Jeremiah S. Chechik
107,Pen Densham
108,Kelly Makin
109,Jim Mallon
110,Simon Wincer
111,Michael Lehmann
112,Alan Shapiro
113,Jean-Paul Rappeneau
114,Don DuPree
115,Brett Thompson
116,John Schlesinger
117,Michael Bay
118,Jan de Bont
119,Freida Lee Mock
120,Andrew Bergman
121,Rob Boor
122,Ben Stiller
123,Director not found.
124,John Sayles
125,Jon Turteltaub
126,Lee David Zlotoff
127,Rob Boor
128,Stanley Tong
129,Lana Wachowski
130,Robert Altman
131,Blake Edwards
132,Rob Boor
133,Victor Fleming
134,Orson Welles
135,Stanley Kubrick
136,Frank Capra
137,Campbell Scott
138,Robert Lieberman
139,Zachary Wyman
140,Duwayne Dunham
141,Richard Fleischer
142,Robert Stevenson
143,Ralph Lawson
144,John McTiernan
145,Brett Leonard
146,Nick Cassavetes
147,Renny Harlin
148,Stephen Hopkins
149,Michael Winterbottom
150,Doug Liman
151,Mel Stuart
152,Woody Allen
153,Charles Crichton
154,Terry Jones
155,Emile Ardolino
156,Quentin Tarantino
157,Oliver Stone
158,Ted Kotcheff
159,Paul Verhoeven
160,James Foley
161,Tony Scott
162,Mark Rydell
163,Blake Edwards
164,James Cameron
165,Claude Berri
166,Claude Berri
167,Howard Zieff
168,Terry Gilliam
169,Nick Park
170,Giuseppe Tornatore
171,Marc Caro
172,Irvin Kershner
173,Rob Reiner
174,Steven Spielberg
175,Terry Gilliam
176,James Cameron
177,Rob Boor
178,Sidney Lumet
179,Stanley Kubrick
180,Francis Ford Coppola
181,Peter Ross-Murray
182,Martin Scorsese
183,Ridley Scott
184,Sam Raimi
185,Alfred Hitchcock
186,Patrick O'Riley
187,Rob Boor
188,Stanley Kubrick
189,Zachary Wyman
190,Kenneth Branagh
191,Milos Forman
192,Martin Scorsese
193,Director not found.
194,George Roy Hill
195,Simon Needham
196,Peter Weir
197,Mike Nichols
198,Luc Besson
199,David Lean
200,Chris Dandridge
201,Sam Raimi
202,Harold Ramis
203,Clint Eastwood
204,Robert Zemeckis
205,Franklin J. Schaffner
206,Katsuhiro Ôtomo
207,Jean-Paul Rappeneau
208,Mel Brooks
209,Rob Reiner
210,Steven Spielberg
211,Patrick O'Riley
212,Philip Kaufman
213,Eric Laneuville
214,Alan Parker
215,Phil Alden Robinson
216,Rob Reiner
217,Francis Ford Coppola
218,Martin Scorsese
219,Wes Craven
220,Barbra Streisand
221,Lars von Trier
222,Jonathan Frakes
223,Billy Bob Thornton
224,Patrice Leconte
225,Stephen Herek
226,Renny Harlin
227,Nicholas Meyer
228,Nicholas Meyer
229,Leonard Nimoy
230,Leonard Nimoy
231,Tim Burton
232,Christopher Cain
233,Andrew Davis
234,Steven Spielberg
235,Tim Burton
236,Alexander Payne
237,Cameron Crowe
238,Joel Coen
239,Phil Alden Robinson
240,Mike Judge
241,Michael Mann
242,Jan Sverák
243,Zachary Wyman
244,Bille August
245,Alan J. Pakula
246,Kevin Smith
247,Shuki Levy
248,George Armitage
249,Jay Roach
250,Luc Besson
251,Masayuki Suo
252,Steven Spielberg
253,Roger Ebert
254,Joel Schumacher
255,P.J. Hogan
256,Cédric Klapisch
257,Barry Sonnenfeld
258,Robert Zemeckis
259,Sam Weisman
260,Paul W.S. Anderson
261,Charles Martin Smith
262,Neil LaBute
263,Kenneth Johnson
264,Guillermo del Toro
265,John McTiernan
266,John Nicolella
267,Christopher Nolan
268,Kevin Smith
269,Peter Cattaneo
270,Andrew Niccol
271,Paul Verhoeven
272,Gus Van Sant
273,Michael Mann
274,Sydney Pollack
275,Ang Lee
276,Mike Figgis
277,Michael Hoffman
278,Michael Goldenberg
279,Tim Reid
280,Director not found.
281,Curtis Hanson
282,Giovani Barros
283,Douglas McGrath
284,Ron Shelton
285,Mike Leigh
286,Anthony Minghella
287,Jerry Zaks
288,Wes Craven
289,Alan Parker
290,Fred Schepisi
291,Clint Eastwood
292,John Singleton
293,Mike Newell
294,Tom Shadyac
295,Jonathan Mostow
296,Jean-Pierre Dardenne
297,Victor Nunez
298,John Woo
299,Bill Duke
300,Wolfgang Petersen
301,Frank Oz
302,Curtis Hanson
303,Victor Nunez
304,Carroll Ballard
305,Ang Lee
306,John Madden
307,Taylor Hackford
308,Charles Sturridge
309,Jonas Pate
310,Robert G. Walker
311,Shannon McIntosh
312,Clint Eastwood
313,James Cameron
314,Sean McNamara
315,Bryan Singer
316,James L. Brooks
317,Jim Sheridan
318,Steven Spielberg
319,Woody Allen
320,Joe Berlinger
321,Albert Brooks
322,Dwight H. Little
323,Roger Donaldson
324,David Lynch
325,David Cronenberg
326,Ridley Scott
327,James Mangold
328,Richard Donner
329,Barbet Schroeder
330,Kevin Reynolds
331,Lee Tamahori
332,Gary Fleder
333,David Fincher
334,Oliver Stone
335,Lionel C. Martin
336,Andy Wilson
337,Mark Waters
338,Mel Smith
339,Costa-Gavras
340,Paul Thomas Anderson
341,Sidney Lumet
342,Jon Amiel
343,Jean-Pierre Jeunet
344,Robert Duvall
345,Woody Allen
346,Quentin Tarantino
347,Barry Levinson
348,Barbet Schroeder
349,Mikael Salomon
350,Gregory Hoblit
351,Greg Spence
352,Bob Spiers
353,Stephen Sommers
354,Sean Chandler
355,Barry Levinson
356,Joel Schumacher
357,Milos Forman
358,Mark A.Z. Dippé
359,Teej Jenkins
360,John O'Hagan
361,John Badham
362,John Landis
363,Peter Hyams
364,Steve Oedekerk
365,Victor Salva
366,John N. Smith
367,Amy Heckerling
368,Jason Bloom
369,Penelope Spheeris
370,Stephen Frears
371,Clint Eastwood
372,Christopher Ashley
373,Danny Cannon
374,Bryan Spicer
375,Paul Verhoeven
376,John Bowab
377,Steven Brill
378,Les Mayfield
379,Ben Begley
380,David Carson
381,P.J. Hogan
382,Stephan Elliott
383,Director not found.
384,Peter Segal
385,James Cameron
386,Barry Sonnenfeld
387,Laura Davis
388,John Landis
389,Caroline Thompson
390,Rusty Cundieff
391,John McTiernan
392,Mel Gibson
393,Chris Columbus
394,Mel Smith
395,Mel Brooks
396,John Waters
397,Rowdy Herrington
398,Annabel Jankel
399,Fred Evans
400,Director not found.
401,Betty Thomas
402,Jerry Zucker
403,Tim Burton
404,Norman Ferguson
405,Brian De Palma
406,Tom Holland
407,Rick Friedberg
408,Nick Park
409,Francis Ford Coppola
410,Bobby Farrelly
411,Don DuPree
412,Arlene Sanford
413,Gilbert Adler
414,Richard Benjamin
415,Norman Tokar
416,Robert Stevenson
417,Doug Walker
418,Clyde Geronimi
419,Robert Stevenson
420,Clyde Geronimi
421,Baz Luhrmann
422,Tad Stones
423,Steven Spielberg
424,Greg Spence
425,Tim Robbins
426,Nelson Shin
427,Robert Mulligan
428,Hal Ashby
429,Scott Derrickson
430,Leo McCarey
431,Russell Mulcahy
432,James Algar
433,Michael Lehmann
434,Fred M. Wilcox
435,George Roy Hill
436,John Landis
437,Tony Randel
438,Richard Fleischer
439,John Murlowski
440,Damiano Damiani
441,Sandor Stern
442,Tom Berry
